Month,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Date,AQI Quality,AQI,AQI Ranking,PM25,PM10,So2,No2,Co,O3
Apr-16,22,18.2,26,8,-,14,0,-,16.3,39.6,61.1,,,,,22/04/16,Good,80,225,33,108,2,19,0.24,87
Apr-16,23,15.3,22,5,-,22,0,-,9.4,21.7,28.7,,,,,23/04/16,Excellent,50,121,21,54,2,27,0.31,68
Apr-16,24,20,25,8.5,-,43,0,8,12.4,21.7,39.6,,,,,24/04/16,Lightly Polluted,117,322,84,146,20,52,0.88,70
Apr-16,25,20.2,29,13,-,45,0,8,13.1,28.7,46.9,,,,,25/04/16,Lightly Polluted,121,348,90,143,13,33,0.73,107
Apr-16,26,16.7,23,10,-,44,0,8,8.3,21.7,-,,,,,26/04/16,Lightly Polluted,103,338,76,127,24,42,1.36,96
Apr-16,27,14.6,19,9,-,70,0,6.4,9.6,18,32.4,,,,,27/04/16,Lightly Polluted,118,350,88,107,9,59,1.07,63
Apr-16,28,18.7,26,11.2,-,42,-,7.7,11.7,25.2,35.9,o,,,,28/04/16,Lightly Polluted,121,351,83,89,6,48,0.97,92
Apr-16,29,18.3,26,11,-,65,-,4.3,10,25.2,-,o,,o,,29/04/16,Moderately Polluted,157,357,119,149,15,59,1.29,94
Apr-16,30,22.9,30.6,14.5,-,57,0,6,11.7,21.7,-,,,,,30/04/16,Heavily Polluted,209,365,159,181,9,60,1.42,129
May-16,1,24.4,30.4,17,-,53,-,3.7,13,35.9,-,o,,,,1/05/16,Heavily Polluted,242,363,192,179,23,42,2.25,147
May-16,2,11.7,17,7,-,80,8.13,9.3,14.3,35.9,-,o,,,,2/05/16,Good,80,271,50,99,2,18,0.49,69
May-16,3,19.8,28,8,-,22,7.87,-,21.1,46.9,64.8,,,,,3/05/16,Good,56,129,24,64,2,25,0.41,60
May-16,4,22.5,28.2,9.1,-,23,0,-,9.3,18,-,,,,,4/05/16,Good,53,73,28,57,3,46,0.52,61
May-16,5,19.7,25,15,-,30,0,6,16.3,35.9,53.9,,,,,5/05/16,Good,95,295,54,117,13,44,0.94,79
May-16,6,20.4,26,10.9,-,19,0,-,24.1,46.9,64.8,,,,,6/05/16,Lightly Polluted,130,299,64,197,2,11,0.22,83
May-16,7,20,27,9,-,23,0,-,9.6,21.7,25.2,,,,,7/05/16,Excellent,49,113,20,43,2,24,0.27,83
May-16,8,20.5,27,12.2,-,45,0,-,13.7,25.2,39.6,,,,,8/05/16,Good,90,341,59,107,14,44,0.73,82
May-16,9,16.7,25,10,-,66,-,10,11.5,28.7,-,o,,,,9/05/16,Good,58,169,34,62,4,35,0.51,55
May-16,10,22.8,28,11.6,-,42,0,9.2,11.5,18,35.9,,,,,10/05/16,Good,62,183,39,64,3,34,0.53,88
May-16,11,22.3,27,14,-,63,5.08,6.3,14.6,39.6,53.9,o,,o,,11/05/16,Moderately Polluted,191,357,145,171,11,34,1.08,124
May-16,12,14,22,6,-,50,2.54,-,17.4,46.9,64.8,o,,,,12/05/16,Good,67,115,37,37,3,25,0.5,66
May-16,13,19.1,25,7.8,-,40,1.78,10.5,13.7,28.7,-,o,,,,13/05/16,Good,58,126,31,59,5,40,0.58,63
May-16,14,12.7,13.1,11,-,94,5.59,5.5,7.2,14.4,-,o,,,o,14/05/16,Good,58,165,37,32,2,34,0.53,62
May-16,15,16.4,25,7,-,38,5.33,-,12.2,32.4,53.9,,,,,15/05/16,Good,56,227,33,22,2,33,0.5,41
May-16,16,23,32,11,-,31,0,-,13.3,32.4,-,,,,,16/05/16,Good,55,106,22,53,2,41,0.47,60
May-16,17,25,32,14.4,-,40,0,-,11.7,21.7,-,,,,,17/05/16,Lightly Polluted,103,356,54,101,9,48,0.59,117
May-16,18,24,30,16,-,49,0,-,10.6,21.7,39.6,,,,,18/05/16,Lightly Polluted,103,318,58,98,7,33,0.52,131
May-16,19,23.2,30,15,-,43,0,6.8,10.7,21.7,46.9,,,,,19/05/16,Lightly Polluted,139,354,83,109,13,36,0.74,164
May-16,20,22,29,13,-,47,0,-,9.1,18,-,,,,,20/05/16,Lightly Polluted,142,349,87,111,18,45,1.05,149
May-16,21,22.3,29,15,-,40,0,-,8.5,18,-,,,,,21/05/16,Lightly Polluted,122,347,67,86,16,42,0.83,130
May-16,22,24.3,30,17,-,37,0,-,8.3,14.4,-,,,,,22/05/16,Good,100,341,45,82,6,40,0.62,139
May-16,23,18,25,10,-,61,0.25,8,11.7,32.4,-,o,,,,23/05/16,Lightly Polluted,107,351,78,116,18,51,1.09,107
May-16,24,22.8,29,11.9,-,37,0.25,-,18.5,39.6,57.6,o,,,,24/05/16,Good,54,114,19,41,2,21,0.34,99
May-16,25,21.7,28,14,-,39,0,-,13.1,25.2,28.7,o,,,,25/05/16,Good,58,159,13,35,4,24,0.32,96
May-16,26,24.6,31,14,-,26,0,-,14.1,43.2,64.8,,,,,26/05/16,Good,59,182,21,57,2,28,0.32,82
May-16,27,23.1,30,13,-,40,0,-,13,28.7,50.4,,,,,27/05/16,Good,84,306,46,104,11,47,0.62,99
May-16,28,24.5,31,15.5,-,41,0,-,13,21.7,35.9,,,,,28/05/16,Good,96,337,47,86,9,36,0.66,121
May-16,29,24.2,31,16,-,26,0,-,12,25.2,35.9,,,,,29/05/16,Good,66,227,31,66,4,27,0.44,103
May-16,30,27.5,34,18,-,46,0,8,10.6,25.2,46.9,,,,,30/05/16,Lightly Polluted,127,357,79,145,14,48,1.06,148
May-16,31,22.8,26,17.9,-,36,0,-,7.6,14.4,32.4,,,,,31/05/16,Good,95,301,49,115,10,34,0.87,83
Jun-16,1,23.8,30,13,-,34,0,-,8.1,18,28.7,,,,,1/06/16,Good,71,283,34,70,4,38,0.64,92
Jun-16,2,25.6,33,16.2,-,32,0,-,9.8,21.7,39.6,,,,,2/06/16,Lightly Polluted,106,354,51,85,7,48,0.73,124
Jun-16,3,24.9,29,18.8,-,45,0,8.2,7.4,14.4,-,,,,,3/06/16,Lightly Polluted,114,355,79,121,19,59,1.17,128
Jun-16,4,25.2,31,17,-,48,0,-,9.1,18,-,,,,,4/06/16,Lightly Polluted,138,363,87,122,15,36,0.87,155
Jun-16,5,24.2,31,18,-,55,0,-,9.6,21.7,-,,,,,5/06/16,Lightly Polluted,120,361,73,105,12,37,0.85,134
Jun-16,6,23.9,30.1,18,-,67,13.21,6,8.1,21.7,35.9,o,,o,,6/06/16,Lightly Polluted,127,361,84,104,6,32,0.87,140
Jun-16,7,22,27,17.6,-,73,0.51,4.7,9.8,14.4,35.9,o,,,o,7/06/16,Good,87,302,57,69,2,25,0.82,106
Jun-16,8,25,31,17.5,-,66,0,5,8.1,18,-,,,,o,8/06/16,Moderately Polluted,160,364,122,97,2,34,1.18,125
Jun-16,9,26.2,34,19,-,54,10.92,5.6,14.3,32.4,-,o,,o,,9/06/16,Moderately Polluted,163,366,100,84,5,31,0.99,143
Jun-16,10,25.2,31.1,19.2,-,49,2.54,5.8,15.4,35.9,53.9,o,,o,,10/06/16,Good,94,337,51,39,2,18,0.65,120
Jun-16,11,25.6,31,18,-,46,0,10,9.1,25.2,-,,,,,11/06/16,Excellent,42,114,9,22,2,19,0.34,78
Jun-16,12,25.1,30.8,19,-,60,-,7.7,10,21.7,35.9,o,,o,,12/06/16,Lightly Polluted,116,362,67,75,6,33,0.99,120
Jun-16,13,19.5,20.7,19,-,92,13.46,6.9,9.1,14.4,-,o,,,,13/06/16,Good,66,238,44,32,2,27,0.6,86
Jun-16,14,18.9,22,15,-,79,2.03,9.8,8.9,18,-,o,,,,14/06/16,Good,54,158,34,17,2,23,0.59,73
Jun-16,15,23.6,31,15.7,-,56,0,-,7.4,18,61.1,o,,o,,15/06/16,Excellent,49,146,17,31,2,27,0.49,92
Jun-16,16,27.2,35,18.1,-,43,0,-,9.4,21.7,32.4,,,,,16/06/16,Good,61,187,24,51,2,43,0.53,73
Jun-16,17,24.5,31.5,18,-,55,-,10.8,8.1,18,-,o,,o,,17/06/16,Good,52,118,22,54,2,41,0.51,56
Jun-16,18,26.7,33,19,-,53,0,7.7,9.6,21.7,-,,,,,18/06/16,Good,87,292,38,69,3,43,0.66,104
Jun-16,19,29.3,36,21.3,-,45,1.27,6.4,8.9,21.7,25.2,o,,,,19/06/16,Lightly Polluted,112,347,57,86,3,37,0.72,134
Jun-16,20,27.1,33,23,-,67,0.51,6.4,8.5,21.7,-,o,,o,,20/06/16,Lightly Polluted,145,365,88,107,4,27,0.99,157
Jun-16,21,27.2,35,21,-,62,-,5.5,8.5,57.6,82.8,o,,o,,21/06/16,Lightly Polluted,135,363,84,96,2,29,0.86,139
Jun-16,22,27.7,33,22.7,-,69,-,6.6,8.7,18,-,o,,o,,22/06/16,Good,94,338,54,72,2,30,0.71,133
Jun-16,23,24.4,31,17,-,69,-,5.8,8.1,25.2,50.4,o,,o,,23/06/16,Lightly Polluted,108,364,76,103,5,34,1.05,106
Jun-16,24,26.6,33.7,17,-,32,-,-,12.8,25.2,35.9,o,,,,24/06/16,Excellent,38,118,13,29,2,28,0.58,61
Jun-16,25,29.3,37,20,-,34,0,-,9.4,18,32.4,,,,,25/06/16,Excellent,41,132,16,32,2,26,0.35,78
Jun-16,26,30.3,37,22.6,-,31,0,-,11.9,32.4,-,,,,,26/06/16,Good,88,307,39,74,4,39,0.5,113
Jun-16,27,23.8,30,19,-,67,23.88,7.7,10,21.7,-,o,,o,,27/06/16,Good,83,299,58,88,6,38,0.68,111
Jun-16,28,21.1,22.2,18.2,-,89,2.79,5.1,5.7,10.7,-,o,,,o,28/06/16,Good,94,334,69,30,2,31,0.68,68
Jun-16,29,24.1,29,20,-,74,2.29,4.7,7.4,18,35.9,o,,o,,29/06/16,Lightly Polluted,145,362,110,24,2,32,0.87,87
Jun-16,30,26.9,33,20,-,56,1.78,8,8.7,18,-,,,,,30/06/16,Good,100,340,60,40,2,31,0.7,104
Jul-16,1,26.8,33,20,-,49,0,8.5,8.9,21.7,-,,,,,1/07/16,Excellent,48,218,12,26,2,21,0.38,87
Jul-16,2,27.7,34,20.9,-,53,0,6.3,8.5,21.7,28.7,,,,,2/07/16,Good,90,341,43,59,2,35,0.64,102
Jul-16,3,27.9,32,23.5,-,61,1.02,4.2,9.6,21.7,-,o,,,,3/07/16,Lightly Polluted,108,353,77,103,7,42,0.93,114
Jul-16,4,27.2,32,22,-,62,0,5.5,8.7,18,-,,,,,4/07/16,Moderately Polluted,178,363,130,123,4,31,1.23,124
Jul-16,5,27.6,33,22,-,54,0,6.6,9.1,18,28.7,,,,,5/07/16,Lightly Polluted,134,359,92,90,4,27,0.98,132
Jul-16,6,28.7,34,22.2,-,52,0,6.3,9.3,18,-,,,,,6/07/16,Lightly Polluted,124,357,74,96,4,33,0.91,142
Jul-16,7,28.6,34,23.3,-,59,0,6,10.6,21.7,-,,,,,7/07/16,Moderately Polluted,151,364,109,124,7,31,1.23,152
Jul-16,8,28.4,33,23.8,-,68,0,5.8,8.5,14.4,-,,,,,8/07/16,Lightly Polluted,126,359,91,105,5,32,1.19,111
Jul-16,9,30.4,36,25,-,62,0,5.8,9.4,21.7,-,,,,,9/07/16,Lightly Polluted,114,356,80,85,3,31,0.79,112
Jul-16,10,31.7,37,25.5,-,54,0,4.5,11.7,21.7,32.4,,,,,10/07/16,Lightly Polluted,139,363,92,95,3,27,0.81,121
Jul-16,11,32,36,26.3,-,53,0,6.3,13.3,25.2,43.2,,,,,11/07/16,Lightly Polluted,119,356,87,100,6,27,0.71,118
Jul-16,12,25.3,29,22,-,78,0.51,8.5,10,21.7,-,o,,,,12/07/16,Good,56,229,31,43,3,27,0.58,67
Jul-16,13,31.2,37,22.9,-,42,0,-,9.1,18,-,,,,,13/07/16,Good,56,240,18,35,2,29,0.51,92
Jul-16,14,26.5,33,20.4,-,61,8.89,6.3,9.4,21.7,39.6,o,,,,14/07/16,Good,62,269,34,61,3,40,0.81,89
Jul-16,15,21.7,23.5,20.4,-,83,0,10.3,9.8,14.4,-,o,,,,15/07/16,Excellent,50,228,34,28,2,27,0.68,66
Jul-16,16,23.9,27,21.3,-,69,0,9.2,7,14.4,-,o,,,,16/07/16,Good,51,189,35,41,2,35,0.73,52
Jul-16,17,26.5,30.5,23,-,67,0,6.4,7.2,10.7,-,,,,,17/07/16,Lightly Polluted,107,342,75,85,2,40,1.1,111
Jul-16,18,25.8,30,23.8,-,79,2.54,6,5.2,14.4,-,o,,,,18/07/16,Lightly Polluted,141,358,106,120,3,49,1.25,85
Jul-16,19,23.9,25,21.3,-,88,33.78,3.9,8,21.7,-,o,,,,19/07/16,Lightly Polluted,125,361,93,58,2,43,1.22,41
Jul-16,20,22.1,23,21.3,-,94,262.64,6.6,17.2,28.7,53.9,o,,,,20/07/16,Good,57,267,35,3,2,17,0.73,49
Jul-16,21,24.4,27,22,-,94,14.73,6.8,5.4,14.4,-,o,,,o,21/07/16,Excellent,38,102,23,28,2,24,0.81,38
Jul-16,22,28,31,23.5,-,80,0,6.9,6.9,18,-,,,,,22/07/16,Lightly Polluted,103,354,75,47,2,28,1.05,86
Jul-16,23,27.7,33.5,23,-,83,-,5.6,8.7,43.2,61.1,o,,o,,23/07/16,Moderately Polluted,163,364,120,108,2,33,1.18,95
Jul-16,24,29.1,34,24,-,78,12.19,7.4,6.7,21.7,-,o,,o,,24/07/16,Good,90,337,63,67,2,29,0.88,92
Jul-16,25,27.5,32,23,-,74,0.51,9.3,9.3,18,35.9,o,,,,25/07/16,Good,66,248,42,49,2,28,0.8,62
Jul-16,26,28.6,34,22.6,-,63,0,-,6.1,14.4,-,,,,,26/07/16,Excellent,46,106,17,33,2,20,0.57,89
Jul-16,27,27.9,35,22,-,72,7.37,7.4,9.6,50.4,-,o,,o,,27/07/16,Good,97,356,46,69,2,32,0.74,119
Jul-16,28,28.8,33,22.5,-,73,7.11,5.6,6.7,14.4,-,,,,,28/07/16,Good,77,275,47,59,2,27,0.67,112
Jul-16,29,29.1,33.2,26,-,79,-,4.3,7.6,14.4,-,o,,o,,29/07/16,Moderately Polluted,163,364,123,135,2,27,1.36,145
Jul-16,30,26.2,32,22,-,85,0,4.5,8.3,18,28.7,o,,o,,30/07/16,Moderately Polluted,199,365,132,209,2,29,1.6,71
Jul-16,31,26,28.2,23,-,85,-,7.6,6.7,18,-,o,,,,31/07/16,Good,73,297,53,42,2,28,1.01,71
Aug-16,1,28.1,32,24,-,78,0,7.4,6.9,14.4,-,o,,,,1/08/16,Good,90,354,66,68,2,27,1.18,94
Aug-16,2,29.2,34,24,-,67,0,4.5,7.6,14.4,-,,,,,2/08/16,Good,85,352,49,43,2,28,1,91
Aug-16,3,30.4,36,25.1,-,67,0,4.8,6.5,10.7,-,,,,,3/08/16,Lightly Polluted,101,355,53,67,2,30,0.89,120
Aug-16,4,29.4,34,25,-,74,0,5.1,8.3,14.4,-,,,,,4/08/16,Lightly Polluted,135,362,99,104,2,31,1.4,131
Aug-16,5,28.9,33,25,-,76,0,6,6.9,14.4,-,,,,,5/08/16,Good,90,352,64,74,2,26,0.84,92
Aug-16,6,28.6,33,23,-,76,-,6.9,10,18,35.9,o,,o,,6/08/16,Lightly Polluted,133,365,99,116,2,31,0.96,95
Aug-16,7,26.9,32,23,-,76,2.79,8.2,7,14.4,-,o,,,,7/08/16,Excellent,43,146,18,20,2,16,0.62,83
Aug-16,8,27.3,33,20,-,62,0,-,7.4,18,-,,,,,8/08/16,Good,62,302,30,42,2,23,0.77,88
Aug-16,9,28.6,32,21.8,-,68,0,6.1,8.3,21.7,-,,,,,9/08/16,Good,84,348,44,64,5,35,1.14,107
Aug-16,10,30.3,34,25.8,-,72,0,7.1,11.7,18,-,,,,,10/08/16,Lightly Polluted,109,357,82,93,2,25,0.94,98
Aug-16,11,31.2,35,26.9,-,75,-,5.8,8.5,18,-,o,,,,11/08/16,Lightly Polluted,114,365,85,101,2,25,0.95,90
Aug-16,12,26.9,33,24,-,83,50.29,5.6,9.4,25.2,-,o,,o,,12/08/16,Good,84,349,59,72,2,34,0.85,44
Aug-16,13,26.6,32,21,-,64,0,-,11.5,25.2,43.2,o,,,,13/08/16,Excellent,36,81,21,34,2,37,0.67,22
Aug-16,14,29.1,34,21,-,59,3.81,10.8,8.3,18,-,o,,,,14/08/16,Excellent,50,200,18,42,2,34,0.6,79
Aug-16,15,23.6,28,19,-,70,1.78,10,8,14.4,35.9,o,,,,15/08/16,Excellent,42,130,20,35,2,27,0.6,63
Aug-16,16,27.2,32,19.6,-,66,0,10.3,8.1,14.4,-,,,,,16/08/16,Good,53,194,22,37,2,29,0.58,77
Aug-16,17,25.2,28,23.7,-,86,0,5,4.8,10.7,21.7,o,,,,17/08/16,Good,82,324,59,74,2,53,0.95,30
Aug-16,18,23.2,26,22,-,91,17.78,3.4,10.6,18,-,o,,,,18/08/16,Good,99,353,74,3,2,38,1.6,29
Aug-16,19,27.5,33,22,-,68,15.75,-,9.3,21.7,-,,,,,19/08/16,Excellent,39,99,17,23,2,22,0.9,71
Aug-16,20,26.8,32,22,-,68,0,-,5.9,10.7,-,,,,,20/08/16,Good,89,359,52,64,2,34,1.03,99
Aug-16,21,28.6,34,23.5,-,69,0,4.7,8.1,14.4,-,,,,,21/08/16,Lightly Polluted,107,361,51,71,2,37,0.92,126
Aug-16,22,28.7,34,24,-,59,0,6.6,9.1,18,-,,,,,22/08/16,Good,88,343,51,70,3,30,0.93,108
Aug-16,23,26.4,30,23,-,71,0.25,6,6.7,10.7,-,o,,,,23/08/16,Good,93,343,69,89,5,38,0.9,81
Aug-16,24,28.2,32,24.7,-,67,-,6.8,8.9,25.2,32.4,o,,,,24/08/16,Lightly Polluted,106,351,79,96,3,45,1.03,83
Aug-16,25,22.8,30,15,-,47,0,-,14.1,32.4,50.4,,,,,25/08/16,Excellent,43,101,19,27,2,23,0.42,56
Aug-16,26,23.6,31,16,-,44,0,-,9.1,18,32.4,,,,,26/08/16,Excellent,31,23,9,23,2,28,0.37,52
Aug-16,27,24.4,33,16,-,41,-,-,10.6,32.4,35.9,o,,,,27/08/16,Excellent,39,65,14,36,2,36,0.44,40
Aug-16,28,25.2,33,16,-,40,0,-,8.7,18,28.7,,,,,28/08/16,Excellent,34,18,10,28,2,31,0.31,53
Aug-16,29,24.8,31,18,-,49,0,-,6.9,14.4,-,,,,,29/08/16,Excellent,48,80,17,43,2,40,0.46,61
Aug-16,30,24.7,33,17,-,54,-,-,7.6,18,-,o,,,,30/08/16,Good,70,238,28,62,2,44,0.59,92
Aug-16,31,29.3,36,18.1,-,16,0,-,24.1,39.6,57.6,,,,,31/08/16,Excellent,41,79,16,37,2,37,0.43,54
Sep-16,1,22.7,26,19,-,50,-,-,9.1,35.9,43.2,o,,,,1/09/16,Excellent,33,71,7,30,2,28,0.33,45
Sep-16,2,23.8,30,19,-,61,-,-,8.1,18,28.7,o,,,,2/09/16,Excellent,33,39,11,32,2,30,0.39,25
Sep-16,3,25.8,31,19.2,-,61,0,7.2,7.8,14.4,35.9,,,,,3/09/16,Excellent,42,54,18,39,2,31,0.43,64
Sep-16,4,23.8,30,17,-,70,0,4.5,9.8,18,-,,,,,4/09/16,Lightly Polluted,112,337,80,102,4,43,1.04,91
Sep-16,5,24.8,32,18,-,55,0,-,9.8,21.7,39.6,,,,,5/09/16,Excellent,49,101,27,38,2,29,0.51,72
Sep-16,6,26.6,32,20,-,45,0.25,-,11.1,25.2,32.4,o,,,,6/09/16,Excellent,38,55,17,36,3,37,0.5,37
Sep-16,7,22.8,30,16,-,63,10.41,9.3,9.4,25.2,32.4,o,,o,,7/09/16,Good,73,299,41,63,5,37,0.68,87
Sep-16,8,24.6,33,16,-,48,1.02,-,9.8,18,39.6,,,,,8/09/16,Excellent,41,75,20,40,2,41,0.57,48
Sep-16,9,24.2,32,16,-,49,0,-,10,18,32.4,,,,,9/09/16,Excellent,40,79,17,38,2,39,0.5,37
Sep-16,10,24.3,31,16,-,52,3.56,9.5,9.6,21.7,39.6,o,,o,,10/09/16,Excellent,38,90,15,39,2,39,0.46,46
Sep-16,11,20.9,25,17,-,76,0,8.9,7,14.4,-,,,o,,11/09/16,Good,53,179,32,44,2,28,0.77,77
Sep-16,12,22.8,28,17,-,68,-,6.1,7,18,-,o,,o,,12/09/16,Excellent,47,111,31,43,2,32,0.74,64
Sep-16,13,22.3,27.2,18,-,81,0,4.2,5.2,10.7,-,,,,,13/09/16,Lightly Polluted,115,355,86,93,2,49,1.01,64
Sep-16,14,22.9,30,18,-,77,-,5.1,6.7,32.4,50.4,o,,o,,14/09/16,Lightly Polluted,136,359,101,112,3,46,1.04,76
Sep-16,15,24.7,30,20,-,72,0,4.8,6.5,14.4,-,,,,,15/09/16,Good,96,328,69,82,3,40,0.83,88
Sep-16,16,23.7,30,19,-,76,-,4.8,6.3,25.2,53.9,o,,o,,16/09/16,Moderately Polluted,183,365,133,144,3,36,1.15,99
Sep-16,17,20.4,23,18,-,79,10.16,8.9,5.7,21.7,-,o,,o,,17/09/16,Good,61,240,41,43,2,34,0.77,37
Sep-16,18,17.2,23,12,-,81,9.91,9.7,10.4,18,-,o,,,,18/09/16,Excellent,32,52,22,14,2,27,0.57,16
Sep-16,19,18.7,26,11,-,57,0,-,10,21.7,28.7,,,,,19/09/16,Excellent,27,9,10,20,2,31,0.41,33
Sep-16,20,19.6,27,13.3,-,57,0,-,6.9,18,-,,,,,20/09/16,Excellent,39,32,18,36,2,40,0.51,45
Sep-16,21,18.1,23.5,15,-,78,-,7.4,5.6,10.7,-,o,,,,21/09/16,Good,89,312,63,95,4,73,0.95,21
Sep-16,22,20,25,15.4,-,79,4.83,5.5,5.7,14.4,-,o,,o,o,22/09/16,Lightly Polluted,132,359,99,122,6,53,1.04,53
Sep-16,23,21.2,26,17,-,78,3.56,4.5,7.4,18,-,o,,o,o,23/09/16,Moderately Polluted,160,364,121,63,2,42,1.11,97
Sep-16,24,22.6,27,17.8,-,77,3.81,3.5,5.6,10.7,-,,,,,24/09/16,Lightly Polluted,147,358,111,129,3,49,1.06,90
Sep-16,25,22.3,26.5,18,-,78,21.08,4,8.3,18,35.9,o,,o,,25/09/16,Heavily Polluted,210,363,162,153,3,48,1.5,68
Sep-16,26,19.1,22,16,-,85,5.08,5.6,10.4,43.2,57.6,o,,,o,26/09/16,Good,80,255,58,57,2,41,1.15,46
Sep-16,27,15.6,22,8,-,43,1.52,-,19.1,39.6,61.1,,,,,27/09/16,Excellent,44,95,24,32,2,23,0.61,41
Sep-16,28,12.9,21,6,-,53,0,-,7.2,18,28.7,,,,,28/09/16,Excellent,30,54,13,29,2,32,0.38,33
Sep-16,29,15.4,22,8.4,-,60,0,7.7,7.4,18,-,,,,,29/09/16,Good,76,324,51,80,4,55,0.63,44
Sep-16,30,17.8,24,12.1,-,62,0,6.8,6.3,10.7,25.2,,,,,30/09/16,Lightly Polluted,128,354,97,130,6,70,0.9,67
Oct-16,1,18.3,24.1,13,-,71,-,4,5.2,10.7,-,o,,,,1/10/16,Heavily Polluted,214,362,165,195,9,81,1.33,57
Oct-16,2,20.5,25,14.5,-,72,-,4.5,6.3,18,-,o,,,,2/10/16,Heavily Polluted,234,360,183,191,5,69,1.37,66
Oct-16,3,22.2,29,17,-,66,-,6.3,10.2,28.7,39.6,o,,,,3/10/16,Moderately Polluted,160,352,120,145,2,56,1.12,57
Oct-16,4,15,17.6,12,-,86,6.35,7.9,8.5,21.7,39.6,o,,,,4/10/16,Good,56,175,33,53,3,33,1.05,21
Oct-16,5,16.1,21,12,-,82,-,6.3,7.2,18,-,o,,,,5/10/16,Good,76,286,55,63,2,38,1.18,23
Oct-16,6,14.7,18.1,12,-,86,24.13,7.7,9.6,18,-,o,,,,6/10/16,Good,97,343,72,86,3,46,1.62,5
Oct-16,7,12.8,15,9,-,73,13.46,4.2,12.2,32.4,43.2,o,,,,7/10/16,Good,56,206,39,12,2,41,1.61,9
Oct-16,8,9.8,18,4,-,53,7.62,-,13.1,35.9,53.9,,,,,8/10/16,Excellent,29,35,11,22,2,22,0.41,41
Oct-16,9,9.8,18,5,-,66,0,-,6.5,21.7,-,,,,,9/10/16,Good,55,215,31,59,3,49,0.68,14
Oct-16,10,11.8,18,6.1,-,74,0,4.8,6.1,14.4,-,,,,,10/10/16,Lightly Polluted,117,359,87,116,8,73,1.12,13
Oct-16,11,14.3,19,8.4,-,72,-,5.5,7,18,-,o,,,,11/10/16,Moderately Polluted,154,361,116,129,6,63,1.4,26
Oct-16,12,13.8,18.1,9,-,79,0,5.8,4.8,14.4,-,,,,,12/10/16,Lightly Polluted,103,320,77,98,5,60,1.17,21
Oct-16,13,15.6,21,10,-,83,0,2.6,5,7.2,-,,,,o,13/10/16,Moderately Polluted,193,361,150,173,4,70,1.48,33
Oct-16,14,14.3,21.4,9,-,90,0,1.8,5.2,10.7,-,,,,o,14/10/16,Severely Polluted,292,367,241,284,5,88,1.95,29
Oct-16,15,15,17,10.8,-,87,0.25,2.7,4.6,10.7,-,o,,,,15/10/16,Heavily Polluted,241,364,190,218,3,83,1.91,3
Oct-16,16,14.3,19.5,8,-,86,0.25,3.5,7.4,21.7,-,,,,o,16/10/16,Moderately Polluted,158,362,119,29,2,58,1.05,20
Oct-16,17,16.5,22,10.3,-,62,0,6.3,7,14.4,-,,,,,17/10/16,Good,83,290,59,78,2,49,0.85,26
Oct-16,18,16,18,13.7,-,86,0,3.2,4.4,10.7,-,,,,,18/10/16,Moderately Polluted,154,348,117,153,5,69,1.73,6
Oct-16,19,16.4,20,13,-,86,0,2.1,6.7,21.7,-,,,,o,19/10/16,Severely Polluted,276,365,225,244,4,78,2.21,16
Oct-16,20,12.5,15,10,-,73,4.32,8,10.7,25.2,35.9,o,,,,20/10/16,Lightly Polluted,126,342,94,94,6,51,1.45,13
Oct-16,21,11.1,13,9.9,-,87,7.11,5.1,7.2,14.4,32.4,o,,,,21/10/16,Good,60,265,42,20,2,37,0.81,18
Oct-16,22,10.3,15,5,-,66,1.02,-,10.6,18,-,,,,,22/10/16,Excellent,24,25,14,13,2,27,0.55,19
Oct-16,23,10,16,5,-,65,0,-,5.2,14.4,21.7,,,,,23/10/16,Excellent,45,210,26,46,2,40,0.59,17
Oct-16,24,8.7,11.7,5,-,86,0,5.1,4.4,10.7,-,o,,,o,24/10/16,Good,88,341,60,106,2,55,1.09,3
Oct-16,25,11.7,18,5.5,-,76,0,5.8,8.5,18,-,,,,,25/10/16,Lightly Polluted,128,356,96,131,2,70,1.42,4
Oct-16,26,12.1,18,9,-,45,-,12.7,10.9,21.7,28.7,o,,,,26/10/16,Good,76,299,43,80,2,47,0.79,21
Oct-16,27,8.2,10,3,-,80,14.48,8.2,9.1,18,32.4,o,,,,27/10/16,Good,52,219,30,52,4,48,1,6
Oct-16,28,6.6,13,-2,-,40,0.76,-,16.1,35.9,53.9,,,,,28/10/16,Excellent,28,35,10,22,2,27,0.39,31
Oct-16,29,5.9,13,0.3,-,54,0,-,9.3,25.2,-,,,,,29/10/16,Good,51,211,23,56,4,44,0.54,19
Oct-16,30,5.7,12,-3,-,37,0,6.8,17.8,35.9,50.4,,,,,30/10/16,Good,66,275,43,80,5,42,0.75,23
Oct-16,31,2.1,7,-6,-,28,0,-,13.3,28.7,46.9,,,,,31/10/16,Excellent,29,15,8,22,2,16,0.3,45
Nov-16,1,1.6,8,-4,-,57,0,7.4,5,14.4,35.9,,,,,1/11/16,Good,62,236,40,67,7,51,0.69,17
Nov-16,2,4.7,13,-2,-,60,0,6.8,6.7,18,32.4,,,,,2/11/16,Lightly Polluted,132,335,99,139,9,76,1.36,12
Nov-16,3,5,12,0,-,80,0,2.4,5.6,10.7,28.7,,,,o,3/11/16,Heavily Polluted,227,358,182,225,8,100,2.37,7
