Month,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Date,AQI Quality,AQI,AQI Ranking,PM25,PM10,So2,No2,Co,O3
Dec-17,1,-2.2,5.2,-9,-,46,0,-,6.1,21.7,-,,,,,1/12/17,Good,91,280,67,99,10,66,1.26,12
Dec-17,2,-1.6,6,-9,-,61,0,5,5.9,21.7,-,,,,,2/12/17,Moderately Polluted,187,344,144,177,15,103,2.24,5
Dec-17,3,0.4,6,-5,-,26,0,-,16.3,28.7,43.2,,,,,3/12/17,Good,79,191,52,72,6,41,0.92,40
Dec-17,4,-0.7,3,-6,-,25,0,-,16.1,35.9,64.8,,,,,4/12/17,Excellent,28,2,5,21,1,15,0.34,53
Dec-17,5,0.4,8,-7,-,35,0,-,11.5,32.4,46.9,,,,,5/12/17,Excellent,44,34,22,46,5,43,0.72,27
Dec-17,6,2.7,10,-6,-,29,0,-,13.9,28.7,50.4,,,,,6/12/17,Excellent,49,30,23,53,6,41,0.78,32
Dec-17,7,0.8,5,-6,-,28,0,-,22.2,39.6,53.9,,,,,7/12/17,Excellent,27,2,8,25,4,19,0.42,39
Dec-17,8,0.2,9,-6,-,37,0,-,8.1,28.7,46.9,,,,,8/12/17,Excellent,41,23,20,43,5,40,0.73,23
Dec-17,9,4.2,10,-3.5,-,27,0,-,13.3,43.2,-,,,,,9/12/17,Good,56,41,33,62,8,58,1.04,16
Dec-17,10,0.2,5,-6,-,24,0,-,19.1,39.6,53.9,,,,,10/12/17,Excellent,43,19,6,45,2,13,0.28,61
Dec-17,11,-4.3,0,-8,-,24,0,-,16.7,25.2,35.9,,,,,11/12/17,Excellent,28,6,5,20,2,15,0.32,54
Dec-17,12,-7.1,-2,-12,-,36,0,-,6.9,14.4,-,,,,,12/12/17,Excellent,28,7,12,25,3,30,0.55,27
Dec-17,13,-4.2,0,-10,-,36,0,-,5.6,10.7,-,,,,,13/12/17,Excellent,49,82,31,49,6,50,0.87,10
Dec-17,14,-3.1,0,-6,-,51,0,7.9,7.4,14.4,-,,,,,14/12/17,Good,94,249,70,85,18,68,1.76,6
Dec-17,15,-1.4,2,-5,-,27,0,-,23.2,39.6,53.9,,,,,15/12/17,Good,62,179,35,57,6,34,0.85,37
Dec-17,16,-5.8,0,-12,-,35,0,-,13.3,35.9,46.9,,,,,16/12/17,Excellent,40,69,7,39,1,10,0.32,58
Dec-17,17,-1.8,6,-12,-,34,0,-,9.1,21.7,-,,,,,17/12/17,Excellent,46,54,24,48,5,48,0.76,30
Dec-17,18,-0.1,6,-10,-,29,0,-,19.1,39.6,61.1,,,,,18/12/17,Excellent,48,32,13,49,3,21,0.44,47
Dec-17,19,-2.2,5,-8,-,40,0,-,8.1,21.7,-,,,,,19/12/17,Good,55,102,34,66,8,47,0.74,20
Dec-17,20,0.3,8.2,-9,-,40,0,-,13,28.7,46.9,,,,,20/12/17,Excellent,44,18,21,44,4,40,0.65,36
Dec-17,21,-0.6,9,-7,-,48,0,7.6,5.7,14.4,21.7,,,,,21/12/17,Good,74,126,51,77,12,77,1.33,9
Dec-17,22,1.6,11,-7,-,32,0,-,9.6,25.2,43.2,,,,,22/12/17,Good,62,50,36,63,9,55,1.07,29
Dec-17,23,1.6,6,-7,-,35,0,-,7.8,25.2,35.9,,,,,23/12/17,Excellent,50,20,30,55,10,60,1.02,13
Dec-17,24,0.7,5,-8,-,24,0,-,22.6,46.9,64.8,,,,,24/12/17,Excellent,50,33,14,50,3,17,0.42,59
Dec-17,25,-1.1,5,-8,-,31,0,-,7.6,18,35.9,,,,,25/12/17,Excellent,46,33,28,46,8,44,0.69,28
Dec-17,26,-1.9,4,-8,-,50,0,-,6.7,14.4,-,,,,,26/12/17,Excellent,41,32,22,42,6,45,0.73,31
Dec-17,27,-3.3,2,-9,-,71,0,7.4,6.7,14.4,-,,,,,27/12/17,Lightly Polluted,101,176,75,91,10,69,1.45,7
Dec-17,28,-3.2,3,-10,-,77,0,5.3,4.1,10.7,-,,,,o,28/12/17,Lightly Polluted,140,240,105,120,11,68,1.86,10
Dec-17,29,-3.4,-1.4,-9,-,91,-,1.8,5.2,10.7,-,,o,,o,29/12/17,Heavily Polluted,221,292,172,194,6,85,2.9,6
Dec-17,30,-1.4,7,-10,-,39,0,1.8,9.4,32.4,57.6,,,,o,30/12/17,Moderately Polluted,157,254,116,129,4,62,2.03,22
Dec-17,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/17,Good,55,40,29,62,5,47,0.83,21
